Unnamed: 0,性別,年齡,表情,Unnamed: 4,productName,productURL,tempTcode,time(s)
,0,2,3,,【NIID官方直營】Radiant R1 極速行動單肩包-5色可選-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8429934&str_category_code=1503300002&mdiv=1503300002-bt_9_002_01&ctype=B&Area=DgrpCategory,5,23
,1,2,6,,Orijen 六種鮮魚貓無榖配方 5.4kg(*全齡貓 貓飼料 乾糧)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10574342&str_category_code=4700300518&mdiv=4700300000-bt_2_092_04-bt_2_092_04_e12&ctype=B&sourcePageType=4,9,43
,1,2,3,,EDISH 304加厚玻璃四方鷹嘴泡茶壺550ml 含不鏽鋼濾網 耐熱可直火-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9982591&mdiv=411412,9,33
,0,2,3,,【TAKARA TOMY】日本 新幹線變形機器人Z 暗黑號(TP17022)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9429398&Area=search&mdiv=403&oid=1_3&cid=index&kw=%E6%96%B0%E5%B9%B9%E7%B7%9A%E8%AE%8A%E5%BD%A2%E6%A9%9F%E5%99%A8%E4%BA%BA,6,30
,0,2,3,,【MG】逆時無痕掰掰眼袋霜(30ml /瓶)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11386482&Area=search&mdiv=403&oid=1_1&cid=index&kw=%E6%8E%B0%E6%8E%B0,2,32
,0,2,3,,【哈哈】環保書衣-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11312458&Area=search&mdiv=403&oid=1_1&cid=index&kw=%E5%93%88%E5%93%88%E5%93%88,7,24
,1,2,6,,LONGCHAMP Michael Kors&COACH水餃包/漁網包/斜背包/圍巾(多款選)   -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11931330&recomd_id=hotSale&cid=recitri&oid=BfG&mdiv=&ctype=B,5,27
,1,3,3,, LONGCHAMP &MARC JACOBS經典兩用包/水餃包/托特包(多款選) -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11589668&cid=recitri&oid=BfG&mdiv=goodsDetail_momoshop-av-&ctype=B&recomd_id=rgc-vdv7_normal_1699308970_47114958,5,28
,1,2,6,,Chloe’ 蔻依 Sense經典 LOGO 小牛皮拼接亞麻化妝包(米X棕)  -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11280797&str_category_code=3100101578&ctype=B&Area=DgrpCategory&sourcePageType=4,5,30
,1,2,6,,Avene 雅漾官方直營 雙11限定★活泉水噴霧300mlx5入組(保濕化妝水/舒緩敏弱)   -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9258336&str_category_code=1111700001&ctype=B&Area=DgrpCategory&sourcePageType=4,5,31
,1,3,6,,理膚寶水 多容安舒緩保濕化妝水400ml 年度限定組(68折/修護保濕)  -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8263161&recomd_id=hotSale&cid=recitri&oid=BfG&mdiv=&ctype=B,2,31
,1,2,6,,Neogence 霓淨思 N3高機能面膜共90片(神經醯胺/ 冰河醣/熊果素/深海藍藻/杏仁酸任選)  -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8214446&str_category_code=1111700010&ctype=B&Area=DgrpCategory&sourcePageType=4,2,34
,1,2,0,,TT波特嫚 經典重現美肌魔力組(40片/箱)  -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=6972655&recomd_id=hotSale&cid=recitri&oid=BfG&mdiv=&ctype=B,2,33
,1,2,6,,adidas 官方旗艦 雙11限定 精選運動背心&運動內衣 男女款(共14款) -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11906263&str_category_code=1306501545&mdiv=1306501545-bt_9_002_01&ctype=B&Area=DgrpCategory&sourcePageType=4,4,35
,1,2,6,,Sustenium 意維能 全能鎖錠1瓶送小瓶(共75錠) -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10757424&str_category_code=1203000400&sourcePageType=4,3,34
,1,2,3,,BYHUE 優雅大人感純色方釦後繫帶羊皮軟芯尖頭高跟鞋(棕) -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12005878&str_category_code=1503400001&mdiv=1503400000-bt_2_092_03-bt_2_092_03_e148&ctype=B&sourcePageType=4,5,40
,1,2,6,,蘇菲-買8送8 彈力貼身超薄體貼日/夜用潔翼衛生棉(23cm14片x16包/28cm12片x16包)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8666029&recomd_id=hotSale&cid=recitri&oid=BfG&mdiv=&ctype=B,2,45
,0,2,3,,ANOMEO 狗骨形 車用頭枕 高密度記憶棉(汽車頭枕/車用靠枕/汽車頭枕-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9122116&recomd_id=hotSale&cid=recitri&oid=BfG&mdiv=&ctype=B,10,34
,1,4,3,,Louis Vuitton 路易威登 M60171 經典Clemence系列Monogram Empreinte皮革壓紋拉鍊長夾/錢包(黑色) -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11002258&str_category_code=3100101584&ctype=B&Area=DgrpCategory&sourcePageType=4,5,33
,0,2,6,,台中日光溫泉會館 雙11強檔限定!僅此一檔!花見西餐廳平日午餐茶吃到飽(假日+100/人)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11629921&str_category_code=3801800017&ctype=B&Area=DgrpCategory&sourcePageType=4,10,23
,1,2,6,,AVEDA 果潤護脣膏 3.4g -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9215555&str_category_code=1111700007&sourcePageType=4,2,33
,0,2,6,,星巴克 11/6限搶!大杯那堤(冰熱任選)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12012793&str_category_code=3801800217&ctype=B&Area=DgrpCategory&sourcePageType=4,10,41
,0,2,3,,【PAPERIDEAS】A5子彈筆記本 365DAY自填日計劃 綁帶基礎款-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9654844&Area=search&mdiv=403&oid=1_3&cid=index&kw=%E7%AD%86%E8%A8%98%E6%9C%AC,7,38
,1,3,6,,COCO都可 大杯日式焙茶好禮即享券(2杯1組)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12022032&recomd_id=hotSale&cid=recitri&oid=BfG&mdiv=&ctype=B,10,39
,1,2,6,,Ann’S 此生最好穿-頂級小羊皮備受呵護跟鞋(黑)  -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=6642064&recomd_id=hotSale&cid=recitri&oid=BfG&mdiv=&ctype=B,5,33
,1,4,6,,FAIR LADY 芯太軟 腰帶裝飾瑪莉珍鞋(米、602370)   -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8593883&recomd_id=hotSale&cid=recitri&oid=BfG&mdiv=&ctype=B,5,29
,1,3,6,,Avene 雅漾官方直營 雙11限定★Hydra10極簡保濕乳/霜組(前安敏升級)  -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11864162&str_category_code=1118601318&mdiv=1118600000-bt_2_093_01-bt_2_093_01_e21&ctype=B&sourcePageType=4,2,30
,1,2,6,,Ladies 蕾黛絲 花兒朵朵羽量真水 B-C罩杯內衣(奶油黃)  -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10099090&str_category_code=2101800303&mdiv=2101800000-bt_1_016_01-bt_1_016_01_e31&ctype=B&sourcePageType=4,4,41
,1,2,6,, 玉如阿姨 輕舒呼吸內衣※0624膚(無鋼圈 舒適 低脊心 機能 托高 大罩杯 台灣製 B.C.D罩) -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8148627&recomd_id=hotSale&cid=recitri&oid=BfG&mdiv=&ctype=B,4,55
,1,3,6,,Sofy 蘇菲 瞬吸加長超薄護墊18包/組(17.5cm/15.5cm/無香/花香/有翅/抑菌)  -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=7976333&str_category_code=4500100033&ctype=B&Area=DgrpCategory&sourcePageType=4,2,60
,1,2,3,,FAIR LADY 七日色階7Days．時髦尖頭小貓跟鞋(7色、602609)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/category/LgrpCategory.jsp?l_code=1503400000&mdiv=1099600000-bt_0_996_15-&ctype=B&sourcePageType=4,5,67
,0,3,6,,Glolux 北美品牌 16W 高亮度LED燈泡 E27-8入組(白光/黃光)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10596456&str_category_code=5200400152&mdiv=5200400000-bt_2_106_01-bt_2_106_01_e8&ctype=B&sourcePageType=4,9,24
,0,2,3,,ISHUR伊舒爾 台灣製造 3M防潑水記憶折疊床墊 5公分 學生宿舍單人3尺(透氣抑菌/附專用收納袋/可摺疊)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=6941241&cid=recitri&oid=BfL&mdiv=category_momoshop-cap_p2-&ctype=B&recomd_id=rgc-bqbp_normal_1699312913_13090504,8,56
,1,3,6,,FAIR LADY 芯太軟 腰帶裝飾瑪莉珍鞋(米、602370)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8593883&recomd_id=hotSale&cid=recitri&oid=BfG&mdiv=&ctype=B,5,32
,1,2,3,,Robinlo 雙11限定 真皮優雅微甜瑪莉珍舒適小中大尺碼OL通勤鞋平底鞋跟鞋(多款任選)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11515110&recomd_id=hotSale&cid=recitri&oid=BfG&mdiv=&ctype=B,5,11
,1,2,6,,Lovely 蘿芙妮 5件組特柔抑菌石墨烯無痕透氣蕾絲/素面內褲(顏色隨機)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=7503252&str_category_code=1403100496&mdiv=1403100496-bt_9_002_01&ctype=B&Area=DgrpCategory&sourcePageType=4,4,45
,1,3,3,,月亮褲 經典款夜用晚安無痕女內褲靜謐黑中腰月經褲(超越生理褲 / 終結外漏惡夢)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8851229&recomd_id=hotSale&cid=recitri&oid=BfG&mdiv=&ctype=B,4,43
,1,2,6,,Sofy 蘇菲 天然系列衛生棉23cm/26cm/29cm(6+6入/組)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11130122&Area=search&mdiv=403&oid=1_4&cid=index&kw=%E8%A1%9B%E7%94%9F%E6%A3%89,2,65
,1,2,6,,Sofy 蘇菲 超熟睡夜用(42CM/10片/包)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=7976342&cid=recitri&oid=BfG&mdiv=goodsDetail_momoshop-av-&ctype=B&recomd_id=rgc-65g0_normal_1699310754_13041255,2,6
,1,2,6,,SPRING 日式簡約文青帆布大方包手提包斜背包-多色(文青風日式帆布手提包斜背包)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9418139&str_category_code=1503200005&mdiv=1503200000-bt_2_092_01-bt_2_092_01_e16&ctype=B&sourcePageType=4,4,54
,1,2,6,,名古屋立山黑部動感雪牆+名花之里點燈鬱金香溫泉五日(國泰航空)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12064454&str_category_code=2502300013&mdiv=2502300000-bt_2_092_01-bt_2_092_01_e16&ctype=B&sourcePageType=4,10,43
,1,2,6,,找到了旅遊 名古屋樹冰秘境+合掌村雪白三溫泉6日-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11874051&recomd_id=hotSale&cid=recitri&oid=BfG&mdiv=&ctype=B,10,8
,0,2,6,,【Panasonic 國際牌】momo獨家255公升一級能效玻璃門雙門變頻冰箱-鏡面鑽石黑(NR-B261VG-X1)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11373328&mdiv=NEW,1,10
,0,2,6,,【Aesop】身體潔膚露/洗髮露 500ml(多款任選.國際航空版)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10593567&cid=cheap&oid=1&mdiv=1000000000-bt_0_238_01-bt_0_238_01_e5&ctype=B,2,11
,0,2,6,,【Aesop】洗手露500ml(兩款任選 國際航空版)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8734399&cid=recitri&oid=BfG&mdiv=goodsDetail_momoshop-av-&ctype=B&recomd_id=rgc-m9pg_normal_1697551060_7445199,2,11
,0,2,6,,【NEW STAR】後背包 時尚機能防水雙層筆電包包 大容量 電腦包 男 女 男包 現貨 BK295(後背包 電腦包)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8852101&str_category_code=1503300002&mdiv=1503300000-bt_2_091_01-bt_2_091_01_e44&ctype=B&sourcePageType=4,5,11
,1,2,6,,台北茹曦酒店 11/6偷殺!SUNNY BUFFET自助式午或晚餐券(假日+200)【YOUBON】-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11701783&str_category_code=3801800005&ctype=B&Area=DgrpCategory&sourcePageType=4,10,45
,1,2,6,,KISSME 奇士美 花漾美姬零阻力眼線液筆0.4ml(3色任選)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8384501&str_category_code=1104400109&mdiv=1104400000-bt_2_092_03-bt_2_092_03_e148&ctype=B&sourcePageType=4,2,34
,1,3,3,,【Leatherman】FREE系列 背夾&繫繩孔(#934866)-momo購物網 - 好評推薦 - 2023年10月-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=7650108&str_category_code=1603000079&sourcePageType=4,10,34
,1,2,3,,YORI車用旗艦店 9D系列-車用電動按摩腰靠+頭枕(車用腰靠 車用頭枕 護頸枕 靠背墊 開車族必備)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10869815&str_category_code=4100326008&mdiv=4100300000-bt_2_092_04-bt_2_092_04_e40&ctype=B&sourcePageType=4,10,54
,1,2,6,,Sofy 蘇菲 彈力貼身量少潔翼型17.5CM(16片 x 12包/組)  -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=7963692&cid=recitri&oid=BfG&mdiv=goodsDetail_momoshop-av-&ctype=B&recomd_id=rgc-rsj3_normal_1699309877_12985008,2,34
,1,2,6,,Kotex 靠得住 茶樹舒涼棉 日用23cm 72片/夜用28cm 64片/夜超長35cm 40片 -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=6743333&cid=recitri&oid=BfG&mdiv=goodsDetail_momoshop-av-&ctype=B&recomd_id=rgc-rsj3_normal_1699309880_12985151,2,67
,0,2,6,,得利官方旗艦店 20坪加強版 A959倍剋漏屋頂防水組(防水漆 隔熱漆)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11139186&str_category_code=5201000013&mdiv=5201000000-bt_2_093_01-bt_2_093_01_e46&ctype=B&sourcePageType=4,9,33
,1,2,6,,健身大師 極限高70cm桶身恆溫薰蒸泡腳機(足浴機/泡腳桶)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10581359&str_category_code=5000200003&mdiv=5000200000-bt_2_092_01-bt_2_092_01_e12&ctype=B&sourcePageType=4,8,30
,0,2,3,,S-SportPlus+ 滑板車 加厚手剎款 可折疊滑板車(摺疊滑板車 折平衡車 代步車 兩輪滑板車 滑板)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11896176&str_category_code=5001000008&ctype=B&Area=DgrpCategory&sourcePageType=4,8,62
,0,1,6,,【AMD 超微】Ryzen R9-7900X 12核心 CPU中央處理器-momo購物網 - 好評推薦 - 2023年11月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10594096&str_category_code=4301800012&mdiv=4301800000-bt_2_093_01-bt_2_093_01_e56&ctype=B&sourcePageType=4,0,32
,0,1,0,,【APIVITA】星晨花提亮面膜2入組(星晨花提亮面膜8mlx24)-momo購物網 - 好評推薦 - 2023年11月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10550094&Area=search&mdiv=403&oid=1_2&cid=index&kw=%E9%9D%A2%E8%86%9C,2,30
,0,2,3,,【福樂】保久乳200mlx2箱共48入(高鈣低脂/巧克力/香蕉/蘋果/堅果/咖啡歐蕾/雙麥/紅茶歐蕾)-momo購物網 - 好評推薦 - 2023年11月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10696926&Area=search&mdiv=403&oid=1_3&cid=index&kw=%E9%A6%99%E8%95%89,3,30
,0,2,6,,【NEW BALANCE】NB 雙11運動鞋/復古鞋_515/500/530系列(MOMO獨家販售)-momo購物網 - 好評推薦 - 2023年11月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11513681&Area=search&mdiv=403&oid=1_2&cid=index&kw=%E9%9E%8B%E5%AD%90,5,28
,0,1,3,,【日本風倍清】抗菌/除菌·消臭/除臭 天然衣物/織物噴霧 370ml x3 入(南法薰衣草/大馬士革玫瑰/仲夏檸檬草-momo購物網 - 好評推薦 - 2023年11月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8735733&Area=search&mdiv=403&oid=1_3&cid=index&kw=%E8%A4%B2%E5%AD%90,9,32
,1,2,6,,【八漾Coffee】滿688元超取免運。特調曼巴/香醇/特濃 /星冰熱/香甜義大利○五款式綜合咖啡豆每磅120元 | 露天市集 | 全台最大的網路購物市集,https://www.ruten.com.tw/item/show?21408143412493,3,29
,0,2,6,,【滿額免運】［現貨］🍄蘑菇手帳屋 小麻糬咕卡貼紙 小麻糬咕咕貼 咕卡貼 小麻糬貼紙 小麻糬造景貼紙 | 露天市集 | 全台最大的網路購物市集,https://www.ruten.com.tw/item/show?22309129696234,7,20
,0,2,6,,【§ 衫衫飾飾 §】10093【12款套裝M~XL號】純棉甚平男士睡衣夏季家居服日式浴衣汗蒸服螢之光藤木直人短和服 | 露天市集 | 全台最大的網路購物市集,https://www.ruten.com.tw/item/show?22130020291664,4,94
,0,4,1,,RED COW紅牛 葡萄糖胺奶粉軟硬兼固配方1.5kgX2罐,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10010875&str_category_code=2002700008&mdiv=2002700000-bt_2_092_05-bt_2_092_05_e6&ctype=B&sourcePageType=4,3,54
,0,4,4,,plain-me官方直營 PM旅行後背包 PLN3008(男款/女款 共7色 整理 收納 大容量),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10395658&str_category_code=1503300012&mdiv=1503300000-bt_2_091_01-bt_2_091_01_e51&ctype=B&sourcePageType=4,5,43
,1,3,3,,adidas官方旗艦 360 涼鞋 嬰幼童鞋 - Originals(GX0864),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11415162&str_category_code=1503600005&mdiv=1503600000-bt_2_092_02-bt_2_092_02_e21&ctype=B&sourcePageType=4,5,34
,0,2,2,,adidas 官方旗艦 Altaventure 2.0 涼鞋 嬰幼童鞋(HQ1282),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11680338&recomd_id=hotSale&cid=recitri&oid=BfG&mdiv=&ctype=B,5,33
,0,3,5,,adidas官方旗艦 HELLO KITTY X SUPERSTAR 360 運動休閒鞋 貝殼 嬰幼童鞋 - Originals(HQ4091),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10941545&cid=recitri&oid=BfG&mdiv=goodsDetail_momoshop-av-&ctype=B&recomd_id=rgc-hn5m_normal_1699914689_3227983,6,22
,0,4,6,,adidas 官方旗艦 雙11限定 精選後背包/側背包/運動腰包 男女款(共8款),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11907521&str_category_code=1503300012&sourcePageType=4,5,43
,0,3,5,, NIKE 耐吉 雙11 休閒鞋 運動鞋 空軍一號 AIR FORCE 1 07 男鞋 多款任選(CT2302100&),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11984035&str_category_code=1503500002&sourcePageType=4,5,23
,0,3,3,,NIKE 耐吉 雙11 休閒鞋 運動鞋 喬丹 中筒 熊貓 AIR JORDAN 1 MID 男鞋 多款任選(554724445&),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12014061&recomd_id=hotSale&cid=recitri&oid=BfG&mdiv=&ctype=B,5,21
,0,3,3,,NIKE 耐吉 雙11 運動鞋 休閒鞋 小白鞋 COURT系列 男鞋 多款任選(CJ1679101&),https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11984032&recomd_id=hotSale&cid=recitri&oid=BfG&mdiv=&ctype=B,5,20
